AÑO,MES,UBIGEO_HECHO,DPTO_HECHO,PROV_HECHO,DIST_HECHO,SEXO,RANGO_EDAD,NACIONALIDAD,CANTIDAD
2025,10,150101,LIMA METROPOLITANA,LIMA,LIMA,M,18-29 AÑOS,PERÚ,8
2025,08,150104,LIMA METROPOLITANA,LIMA,BARRANCO,F,12-17 AÑOS,PERÚ,1
2021,09,040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,F,30-59 AÑOS,PERÚ,1
2020,05,040520,AREQUIPA,CAYLLOMA,MAJES,M,30-59 AÑOS,PERÚ,1
2019,02,180301,MOQUEGUA,ILO,ILO,M,60 A MAS AÑOS,PERÚ,1
2020,12,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,12-17 AÑOS,PERÚ,18
2022,02,081301,CUSCO,URUBAMBA,URUBAMBA,M,12-17 AÑOS,PERÚ,2
2022,11,050405,AYACUCHO,HUANTA,LURICOCHA,M,18-29 AÑOS,PERÚ,1
2021,07,060106,CAJAMARCA,CAJAMARCA,JESUS,F,12-17 AÑOS,PERÚ,1
2022,11,131202,LA LIBERTAD,VIRU,CHAO,M,12-17 AÑOS,PERÚ,1
2020,05,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,F,18-29 AÑOS,PERÚ,3
2019,05,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,F,18-29 AÑOS,PERÚ,3
2022,06,080901,CUSCO,LA CONVENCION,SANTA ANA,F,18-29 AÑOS,PERÚ,1
2019,01,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,M,12-17 AÑOS,PERÚ,2
2022,06,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,30-59 AÑOS,PERÚ,3
2021,11,210901,PUNO,MOHO,MOHO,F,12-17 AÑOS,PERÚ,1
2023,06,050401,AYACUCHO,HUANTA,HUANTA,M,30-59 AÑOS,PERÚ,1
2020,10,060802,CAJAMARCA,JAEN,BELLAVISTA,F,12-17 AÑOS,PERÚ,2
2022,08,110506,ICA,PISCO,SAN ANDRES,F,30-59 AÑOS,PERÚ,1
2022,10,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,M,12-17 AÑOS,PERÚ,2
2024,11,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,12-17 AÑOS,PERÚ,7
2023,07,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,M,30-59 AÑOS,PERÚ,1
2019,11,021801,ÁNCASH,SANTA,CHIMBOTE,M,30-59 AÑOS,PERÚ,1
2022,01,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,12-17 AÑOS,PERÚ,2
2024,01,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,F,30-59 AÑOS,PERÚ,3
2025,05,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,12-17 AÑOS,PERÚ,3
2019,09,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,18-29 AÑOS,PERÚ,5
2021,12,010601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,F,18-29 AÑOS,PERÚ,1
2024,04,210101,PUNO,PUNO,PUNO,F,30-59 AÑOS,PERÚ,1
2022,05,021301,ÁNCASH,MARISCAL LUZURIAGA,PISCOBAMBA,F,12-17 AÑOS,PERÚ,1
2025,05,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,M,30-59 AÑOS,PERÚ,2
2023,04,010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,F,12-17 AÑOS,PERÚ,3
2023,10,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,60 A MAS AÑOS,VENEZUELA,1
2020,01,150110,LIMA METROPOLITANA,LIMA,COMAS,F,60 A MAS AÑOS,PERÚ,1
2025,06,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,18-29 AÑOS,PERÚ,2
2021,07,150812,REGIÓN LIMA,HUAURA,VEGUETA,F,12-17 AÑOS,PERÚ,1
2021,02,200115,PIURA,PIURA,26 DE OCTUBRE,F,12-17 AÑOS,PERÚ,7
2020,10,140120,LAMBAYEQUE,CHICLAYO,TUMAN,F,30-59 AÑOS,PERÚ,1
2022,11,080108,CUSCO,CUSCO,WANCHAQ,M,30-59 AÑOS,PERÚ,2
2025,05,160101,LORETO,MAYNAS,IQUITOS,M,30-59 AÑOS,PERÚ,1
2021,05,160108,LORETO,MAYNAS,PUNCHANA,F,12-17 AÑOS,PERÚ,1
2025,05,190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,M,18-29 AÑOS,PERÚ,1
2023,05,150119,LIMA METROPOLITANA,LIMA,LURIN,M,30-59 AÑOS,PERÚ,1
2021,02,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,18-29 AÑOS,PERÚ,1
2024,04,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,M,12-17 AÑOS,PERÚ,1
2019,02,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,6-11 AÑOS,PERÚ,1
2024,02,080106,CUSCO,CUSCO,SANTIAGO,F,30-59 AÑOS,PERÚ,1
2022,09,030201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,M,12-17 AÑOS,PERÚ,2
2020,01,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,30-59 AÑOS,VENEZUELA,1
2019,11,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,30-59 AÑOS,PERÚ,1
2023,04,040101,AREQUIPA,AREQUIPA,AREQUIPA,M,60 A MAS AÑOS,PERÚ,1
2021,07,060417,CAJAMARCA,CHOTA,TACABAMBA,F,12-17 AÑOS,PERÚ,1
2022,10,150110,LIMA METROPOLITANA,LIMA,COMAS,F,18-29 AÑOS,PERÚ,5
2025,02,140118,LAMBAYEQUE,CHICLAYO,POMALCA,M,30-59 AÑOS,PERÚ,1
2020,02,211201,PUNO,SANDIA,SANDIA,M,12-17 AÑOS,PERÚ,1
2020,10,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,M,12-17 AÑOS,PERÚ,1
2025,02,010704,AMAZONAS,UTCUBAMBA,EL MILAGRO,M,12-17 AÑOS,PERÚ,1
2024,06,220105,SAN MARTÍN,MOYOBAMBA,SORITOR,M,18-29 AÑOS,PERÚ,1
2023,02,151025,REGIÓN LIMA,YAUYOS,QUINOCAY,F,18-29 AÑOS,PERÚ,1
2021,09,060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,M,60 A MAS AÑOS,PERÚ,1
2023,06,150110,LIMA METROPOLITANA,LIMA,COMAS,M,30-59 AÑOS,PERÚ,5
2021,09,040208,AREQUIPA,CAMANA,SAMUEL PASTOR,F,12-17 AÑOS,PERÚ,2
2023,05,230104,TACNA,TACNA,CIUDAD NUEVA,F,18-29 AÑOS,PERÚ,1
2022,10,080401,CUSCO,CALCA,CALCA,M,12-17 AÑOS,PERÚ,1
2020,03,130401,LA LIBERTAD,CHEPEN,CHEPEN,M,18-29 AÑOS,PERÚ,1
2024,09,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,F,12-17 AÑOS,PERÚ,4
2020,02,120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,M,0-5 AÑOS,PERÚ,1
2025,01,230401,TACNA,TARATA,TARATA,M,6-11 AÑOS,PERÚ,1
2023,09,120801,JUNÍN,YAULI,LA OROYA,F,18-29 AÑOS,PERÚ,1
2024,04,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,30-59 AÑOS,VENEZUELA,1
2022,05,150728,REGIÓN LIMA,HUAROCHIRI,SANTA EULALIA,F,12-17 AÑOS,PERÚ,2
2023,05,100105,HUÁNUCO,HUANUCO,MARGOS,F,18-29 AÑOS,PERÚ,1
2023,05,150101,LIMA METROPOLITANA,LIMA,LIMA,M,30-59 AÑOS,VENEZUELA,1
2023,07,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,F,18-29 AÑOS,PERÚ,1
2024,11,051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,F,12-17 AÑOS,PERÚ,1
2022,08,120101,JUNÍN,HUANCAYO,HUANCAYO,M,12-17 AÑOS,PERÚ,2
2022,04,150116,LIMA METROPOLITANA,LIMA,LINCE,M,60 A MAS AÑOS,PERÚ,1
2020,07,230101,TACNA,TACNA,TACNA,F,30-59 AÑOS,PERÚ,1
2020,04,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,M,18-29 AÑOS,PERÚ,3
2019,12,081301,CUSCO,URUBAMBA,URUBAMBA,M,30-59 AÑOS,PERÚ,1
2023,05,190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,F,12-17 AÑOS,PERÚ,1
2022,11,200701,PIURA,TALARA,PARIÑAS,M,12-17 AÑOS,PERÚ,1
2023,12,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,M,30-59 AÑOS,PERÚ,1
2022,09,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,30-59 AÑOS,PERÚ,3
2020,09,010312,AMAZONAS,BONGARA,YAMBRASBAMBA,F,18-29 AÑOS,PERÚ,1
2019,04,130109,LA LIBERTAD,TRUJILLO,SALAVERRY,F,12-17 AÑOS,PERÚ,1
2024,06,040108,AREQUIPA,AREQUIPA,LA JOYA,M,12-17 AÑOS,PERÚ,1
2021,12,080910,CUSCO,LA CONVENCION,PICHARI,F,18-29 AÑOS,PERÚ,2
2021,12,060801,CAJAMARCA,JAEN,JAEN,M,12-17 AÑOS,PERÚ,1
2022,08,200105,PIURA,PIURA,CATACAOS,M,60 A MAS AÑOS,PERÚ,1
2019,06,040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,F,18-29 AÑOS,PERÚ,1
2025,03,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,F,18-29 AÑOS,PERÚ,1
2020,11,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,F,18-29 AÑOS,PERÚ,1
2022,01,021801,ÁNCASH,SANTA,CHIMBOTE,M,12-17 AÑOS,PERÚ,1
2022,12,040101,AREQUIPA,AREQUIPA,AREQUIPA,F,18-29 AÑOS,PERÚ,1
2025,08,150110,LIMA METROPOLITANA,LIMA,COMAS,F,6-11 AÑOS,PERÚ,1
2022,11,110305,ICA,NAZCA,VISTA ALEGRE,F,12-17 AÑOS,PERÚ,1
2022,03,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,0-5 AÑOS,PERÚ,1
2025,03,210501,PUNO,EL COLLAO,ILAVE,F,12-17 AÑOS,PERÚ,2
2020,04,250107,UCAYALI,CORONEL PORTILLO,MANANTAY,F,6-11 AÑOS,PERÚ,1
2023,05,120107,JUNÍN,HUANCAYO,CHILCA,F,18-29 AÑOS,PERÚ,1
2025,02,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,12-17 AÑOS,VENEZUELA,1
2023,10,220804,SAN MARTÍN,RIOJA,NUEVA CAJAMARCA,F,30-59 AÑOS,PERÚ,1
2023,04,200401,PIURA,MORROPON,CHULUCANAS,M,30-59 AÑOS,PERÚ,1
2025,07,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,M,12-17 AÑOS,PERÚ,2
2019,05,200114,PIURA,PIURA,TAMBO GRANDE,F,12-17 AÑOS,PERÚ,2
2023,02,150128,LIMA METROPOLITANA,LIMA,RIMAC,F,12-17 AÑOS,PERÚ,1
2021,10,010702,AMAZONAS,UTCUBAMBA,CAJARURO,F,12-17 AÑOS,PERÚ,1
2021,07,060413,CAJAMARCA,CHOTA,PACCHA,F,12-17 AÑOS,PERÚ,1
2021,10,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,30-59 AÑOS,PERÚ,2
2019,10,120101,JUNÍN,HUANCAYO,HUANCAYO,M,12-17 AÑOS,PERÚ,2
2023,05,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,60 A MAS AÑOS,PERÚ,1
2021,12,150507,REGIÓN LIMA,CAÑETE,IMPERIAL,F,12-17 AÑOS,VENEZUELA,1
2024,01,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,F,18-29 AÑOS,PERÚ,1
2019,08,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,M,,PERÚ,1
2019,02,190304,PASCO,OXAPAMPA,PALCAZU,M,60 A MAS AÑOS,PERÚ,1
2024,08,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,,PERÚ,1
2022,08,130901,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,F,6-11 AÑOS,PERÚ,1
2023,12,200111,PIURA,PIURA,LAS LOMAS,F,18-29 AÑOS,PERÚ,1
2021,07,150122,LIMA METROPOLITANA,LIMA,MIRAFLORES,M,30-59 AÑOS,PERÚ,1
2025,12,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,M,30-59 AÑOS,PERÚ,5
2024,12,120904,JUNÍN,CHUPACA,HUACHAC,F,12-17 AÑOS,PERÚ,1
2019,04,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,18-29 AÑOS,PERÚ,6
2023,02,030213,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,F,12-17 AÑOS,PERÚ,1
2024,05,150728,REGIÓN LIMA,HUAROCHIRI,SANTA EULALIA,M,18-29 AÑOS,PERÚ,1
2022,01,020604,ÁNCASH,CARHUAZ,ANTA,F,12-17 AÑOS,PERÚ,1
2024,10,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,30-59 AÑOS,PERÚ,2
2022,10,080902,CUSCO,LA CONVENCION,ECHARATE,M,18-29 AÑOS,PERÚ,1
2021,09,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,M,30-59 AÑOS,PERÚ,3
2019,08,150110,LIMA METROPOLITANA,LIMA,COMAS,F,18-29 AÑOS,PERÚ,4
2019,10,030212,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,M,6-11 AÑOS,PERÚ,1
2021,01,030108,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,M,30-59 AÑOS,PERÚ,1
2024,01,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,M,18-29 AÑOS,PERÚ,1
2023,09,220401,SAN MARTÍN,HUALLAGA,SAPOSOA,F,12-17 AÑOS,PERÚ,1
2019,11,010509,AMAZONAS,LUYA,LUYA,M,18-29 AÑOS,PERÚ,1
2019,08,040104,AREQUIPA,AREQUIPA,CERRO COLORADO,M,30-59 AÑOS,PERÚ,4
2020,03,070101,CALLAO,CALLAO,CALLAO,M,6-11 AÑOS,PERÚ,3
2025,05,120107,JUNÍN,HUANCAYO,CHILCA,M,12-17 AÑOS,PERÚ,4
2019,03,030101,APURIMAC,ABANCAY,ABANCAY,M,12-17 AÑOS,PERÚ,2
2019,11,030201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,M,12-17 AÑOS,PERÚ,5
2019,03,130204,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,F,12-17 AÑOS,PERÚ,1
2024,02,090413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,M,18-29 AÑOS,PERÚ,1
2019,09,080108,CUSCO,CUSCO,WANCHAQ,M,30-59 AÑOS,PERÚ,2
2025,02,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,18-29 AÑOS,PERÚ,1
2020,06,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,18-29 AÑOS,PERÚ,1
2023,06,040104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,18-29 AÑOS,PERÚ,1
2020,03,120114,JUNÍN,HUANCAYO,EL TAMBO,F,12-17 AÑOS,PERÚ,4
2022,06,220105,SAN MARTÍN,MOYOBAMBA,SORITOR,F,12-17 AÑOS,PERÚ,1
2025,06,100604,HUÁNUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,M,60 A MAS AÑOS,PERÚ,1
2022,12,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,F,60 A MAS AÑOS,PERÚ,1
2025,05,150103,LIMA METROPOLITANA,LIMA,ATE,M,60 A MAS AÑOS,PERÚ,7
2021,01,040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,F,12-17 AÑOS,PERÚ,1
2023,03,021901,ÁNCASH,SIHUAS,SIHUAS,M,30-59 AÑOS,PERÚ,1
2022,10,040104,AREQUIPA,AREQUIPA,CERRO COLORADO,M,30-59 AÑOS,PERÚ,3
2022,04,200601,PIURA,SULLANA,SULLANA,F,0-5 AÑOS,PERÚ,1
2024,03,050101,AYACUCHO,HUAMANGA,AYACUCHO,M,30-59 AÑOS,PERÚ,1
2019,03,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,12-17 AÑOS,PERÚ,4
2021,01,120133,JUNÍN,HUANCAYO,SAPALLANGA,F,12-17 AÑOS,PERÚ,3
2021,06,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,12-17 AÑOS,PERÚ,2
2024,07,060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,F,12-17 AÑOS,PERÚ,1
2022,07,081101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,F,6-11 AÑOS,PERÚ,1
2023,02,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,F,30-59 AÑOS,PERÚ,1
2025,04,081101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,M,60 A MAS AÑOS,PERÚ,1
2023,08,120601,JUNÍN,SATIPO,SATIPO,F,12-17 AÑOS,PERÚ,1
2024,04,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,F,18-29 AÑOS,PERÚ,1
2023,10,120204,JUNÍN,CONCEPCION,CHAMBARA,F,12-17 AÑOS,PERÚ,1
2023,05,060804,CAJAMARCA,JAEN,COLASAY,F,12-17 AÑOS,PERÚ,1
2025,08,110108,ICA,ICA,SALAS,F,12-17 AÑOS,PERÚ,3
2025,03,021202,ÁNCASH,HUAYLAS,HUALLANCA,M,30-59 AÑOS,PERÚ,1
2024,07,110101,ICA,ICA,ICA,F,18-29 AÑOS,PERÚ,2
2024,10,150110,LIMA METROPOLITANA,LIMA,COMAS,M,12-17 AÑOS,PERÚ,6
2020,02,140115,LAMBAYEQUE,CHICLAYO,SAÑA,F,12-17 AÑOS,PERÚ,1
2025,09,030504,APURIMAC,COTABAMBAS,HAQUIRA,F,18-29 AÑOS,PERÚ,1
2021,02,021702,ÁNCASH,RECUAY,CATAC,M,12-17 AÑOS,PERÚ,1
2023,05,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,M,18-29 AÑOS,PERÚ,1
2022,06,190113,PASCO,PASCO,YANACANCHA,F,30-59 AÑOS,PERÚ,1
2021,11,080505,CUSCO,CANAS,LAYO,M,6-11 AÑOS,PERÚ,1
2023,12,060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,F,18-29 AÑOS,PERÚ,1
2020,09,200101,PIURA,PIURA,PIURA,M,18-29 AÑOS,PERÚ,2
2023,09,020101,ÁNCASH,HUARAZ,HUARAZ,F,12-17 AÑOS,PERÚ,1
2025,06,040104,AREQUIPA,AREQUIPA,CERRO COLORADO,M,12-17 AÑOS,PERÚ,1
2024,10,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,F,12-17 AÑOS,PERÚ,4
2023,07,080104,CUSCO,CUSCO,SAN JERONIMO,M,6-11 AÑOS,PERÚ,1
2020,02,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,12-17 AÑOS,PERÚ,3
2022,08,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,12-17 AÑOS,PERÚ,4
2020,02,200105,PIURA,PIURA,CATACAOS,M,12-17 AÑOS,PERÚ,1
2020,03,050104,AYACUCHO,HUAMANGA,CARMEN ALTO,F,60 A MAS AÑOS,PERÚ,1
2020,02,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,F,60 A MAS AÑOS,PERÚ,2
2021,09,220901,SAN MARTÍN,SAN MARTIN,TARAPOTO,M,30-59 AÑOS,PERÚ,2
2019,08,010204,AMAZONAS,BAGUA,EL PARCO,F,18-29 AÑOS,PERÚ,1
2024,02,150201,REGIÓN LIMA,BARRANCA,BARRANCA,F,12-17 AÑOS,PERÚ,4
2022,08,060408,CAJAMARCA,CHOTA,CONCHAN,F,30-59 AÑOS,PERÚ,1
2022,07,150101,LIMA METROPOLITANA,LIMA,LIMA,F,12-17 AÑOS,VENEZUELA,1
2022,09,200104,PIURA,PIURA,CASTILLA,M,18-29 AÑOS,PERÚ,1
2024,02,130808,LA LIBERTAD,PATAZ,PARCOY,F,12-17 AÑOS,PERÚ,1
2019,07,080104,CUSCO,CUSCO,SAN JERONIMO,F,12-17 AÑOS,PERÚ,4
2025,04,220804,SAN MARTÍN,RIOJA,NUEVA CAJAMARCA,M,30-59 AÑOS,PERÚ,1
2024,07,080404,CUSCO,CALCA,LARES,F,30-59 AÑOS,PERÚ,1
2025,11,120107,JUNÍN,HUANCAYO,CHILCA,M,18-29 AÑOS,PERÚ,1
2025,11,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,60 A MAS AÑOS,PERÚ,2
2020,03,070102,CALLAO,CALLAO,BELLAVISTA,F,,PERÚ,1
2023,12,130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,F,12-17 AÑOS,PERÚ,3
2024,06,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,60 A MAS AÑOS,PERÚ,1
2022,09,120906,JUNÍN,CHUPACA,SAN JUAN DE YSCOS,F,12-17 AÑOS,PERÚ,1
2021,06,080910,CUSCO,LA CONVENCION,PICHARI,F,12-17 AÑOS,PERÚ,1
2020,09,080405,CUSCO,CALCA,PISAC,M,60 A MAS AÑOS,SUECIA,1
2019,11,120107,JUNÍN,HUANCAYO,CHILCA,M,6-11 AÑOS,PERÚ,1
2020,05,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,F,12-17 AÑOS,PERÚ,6
2020,08,200706,PIURA,TALARA,MANCORA,F,12-17 AÑOS,PERÚ,1
2025,02,150810,REGIÓN LIMA,HUAURA,SANTA MARIA,F,12-17 AÑOS,PERÚ,1
2019,01,060301,CAJAMARCA,CELENDIN,CELENDIN,M,12-17 AÑOS,PERÚ,2
2021,05,230101,TACNA,TACNA,TACNA,M,12-17 AÑOS,PERÚ,2
2025,07,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,18-29 AÑOS,VENEZUELA,1
2024,07,150119,LIMA METROPOLITANA,LIMA,LURIN,M,18-29 AÑOS,PERÚ,2
2021,10,200706,PIURA,TALARA,MANCORA,M,6-11 AÑOS,PERÚ,1
2020,03,050503,AYACUCHO,LA MAR,AYNA,F,12-17 AÑOS,PERÚ,1
2021,02,150105,LIMA METROPOLITANA,LIMA,BREÑA,F,12-17 AÑOS,PERÚ,1
2023,06,060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,F,12-17 AÑOS,PERÚ,3
2022,12,130901,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,F,30-59 AÑOS,PERÚ,1
2021,02,210201,PUNO,AZANGARO,AZANGARO,M,12-17 AÑOS,PERÚ,1
2023,01,050101,AYACUCHO,HUAMANGA,AYACUCHO,M,18-29 AÑOS,PERÚ,2
2024,01,160401,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,F,12-17 AÑOS,PERÚ,1
2023,05,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,60 A MAS AÑOS,PERÚ,1
2025,05,120129,JUNÍN,HUANCAYO,SAN AGUSTIN,M,6-11 AÑOS,PERÚ,1
2024,05,080108,CUSCO,CUSCO,WANCHAQ,F,30-59 AÑOS,PERÚ,1
2025,12,040104,AREQUIPA,AREQUIPA,CERRO COLORADO,M,18-29 AÑOS,PERÚ,1
2024,06,150605,REGIÓN LIMA,HUARAL,CHANCAY,M,60 A MAS AÑOS,PERÚ,2
2022,07,150119,LIMA METROPOLITANA,LIMA,LURIN,F,12-17 AÑOS,PERÚ,3
2024,11,060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,F,18-29 AÑOS,PERÚ,1
2024,01,050509,AYACUCHO,LA MAR,PALMAPAMPA,M,30-59 AÑOS,PERÚ,1
2019,09,150728,REGIÓN LIMA,HUAROCHIRI,SANTA EULALIA,F,18-29 AÑOS,PERÚ,1
2024,04,080401,CUSCO,CALCA,CALCA,F,12-17 AÑOS,PERÚ,1
2024,06,220303,SAN MARTÍN,EL DORADO,SAN MARTIN,F,12-17 AÑOS,PERÚ,1
2021,02,040705,AREQUIPA,ISLAY,MEJIA,F,30-59 AÑOS,PERÚ,1
2019,02,080106,CUSCO,CUSCO,SANTIAGO,M,60 A MAS AÑOS,PERÚ,1
2024,07,120107,JUNÍN,HUANCAYO,CHILCA,F,30-59 AÑOS,PERÚ,2
2019,11,040202,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,F,12-17 AÑOS,PERÚ,1
2024,04,150110,LIMA METROPOLITANA,LIMA,COMAS,M,18-29 AÑOS,PERÚ,1
2024,08,070104,CALLAO,CALLAO,LA PERLA,F,0-5 AÑOS,PERÚ,1
2022,03,100101,HUÁNUCO,HUANUCO,HUANUCO,F,0-5 AÑOS,PERÚ,1
2019,10,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,12-17 AÑOS,PERÚ,17
2024,12,150105,LIMA METROPOLITANA,LIMA,BREÑA,M,60 A MAS AÑOS,PERÚ,2
2023,03,021801,ÁNCASH,SANTA,CHIMBOTE,F,30-59 AÑOS,PERÚ,1
2020,11,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,M,60 A MAS AÑOS,PERÚ,1
2021,12,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,18-29 AÑOS,PERÚ,1
2019,06,100101,HUÁNUCO,HUANUCO,HUANUCO,M,0-5 AÑOS,VENEZUELA,1
2020,07,120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,M,6-11 AÑOS,PERÚ,1
2023,11,030204,APURIMAC,ANDAHUAYLAS,HUANCARAMA,F,12-17 AÑOS,PERÚ,1
2019,12,040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,F,12-17 AÑOS,PERÚ,4
2020,10,150204,REGIÓN LIMA,BARRANCA,SUPE,F,12-17 AÑOS,PERÚ,2
2022,08,010523,AMAZONAS,LUYA,TRITA,M,6-11 AÑOS,PERÚ,1
2020,12,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,12-17 AÑOS,PERÚ,4
2021,01,120114,JUNÍN,HUANCAYO,EL TAMBO,M,30-59 AÑOS,PERÚ,4
2019,01,040107,AREQUIPA,AREQUIPA,JACOBO HUNTER,F,12-17 AÑOS,PERÚ,3
2020,06,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,M,60 A MAS AÑOS,PERÚ,1
2025,05,110103,ICA,ICA,LOS AQUIJES,F,18-29 AÑOS,VENEZUELA,1
2025,12,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,12-17 AÑOS,PERÚ,2
2019,05,030201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,M,18-29 AÑOS,PERÚ,2
2025,12,080902,CUSCO,LA CONVENCION,ECHARATE,M,30-59 AÑOS,PERÚ,1
2019,09,120213,JUNÍN,CONCEPCION,ORCOTUNA,F,18-29 AÑOS,PERÚ,1
2025,11,150119,LIMA METROPOLITANA,LIMA,LURIN,F,30-59 AÑOS,PERÚ,2
